Series,Episode,Negative,Neutral,Positive,Sentiment
14,01,0.9188192,0.07419806,0.0069827316,negative
14,01,0.00798664,0.8952849,0.09672848,neutral
14,01,0.70860934,0.22854722,0.062843464,negative
14,01,0.051233664,0.81553304,0.13323322,neutral
14,01,0.643831,0.27094722,0.08522178,negative
14,01,0.01657236,0.07816156,0.90526605,positive
14,01,0.73255247,0.20385392,0.0635936,negative
14,01,0.8115812,0.1730575,0.015361274,negative
14,01,0.006808282,0.020676302,0.97251546,positive
14,01,0.36120024,0.38393062,0.25486907,neutral
14,01,0.32406005,0.42301235,0.25292763,neutral
14,01,0.8305183,0.15526865,0.0142129995,negative
14,01,0.026392994,0.07260027,0.90100676,positive
14,01,0.13005197,0.3867528,0.48319528,positive
14,01,0.0053035077,0.015057806,0.9796387,positive
14,01,0.008257152,0.11253298,0.8792099,positive
14,01,0.77860343,0.17803898,0.043357592,negative
14,01,0.091343045,0.31145036,0.59720653,positive
14,01,0.020620087,0.1935319,0.785848,positive
14,01,0.32137427,0.57982177,0.098804004,neutral
14,01,0.79715025,0.17635621,0.02649351,negative
14,01,0.88896036,0.098624796,0.012414776,negative
14,01,0.26480448,0.19607677,0.53911877,positive
14,01,0.44258744,0.5180436,0.03936896,neutral
14,01,0.25212643,0.63211125,0.11576235,neutral
14,01,0.22650886,0.29597744,0.47751364,positive
14,01,0.31095544,0.42912135,0.25992316,neutral
14,01,0.0097409105,0.028943226,0.96131593,positive
14,01,0.9250877,0.06618523,0.008727136,negative
14,01,0.7194579,0.24210234,0.03843978,negative
14,01,0.73671496,0.24601427,0.017270762,negative
14,01,0.059165943,0.7196702,0.22116385,neutral
14,01,0.5987578,0.34365007,0.05759216,negative
14,01,0.91272986,0.08127753,0.005992545,negative
14,01,0.71130484,0.21952295,0.069172174,negative
14,01,0.5792903,0.3922069,0.02850287,negative
14,01,0.07688413,0.26428372,0.65883213,positive
14,01,0.38529816,0.5885826,0.02611931,neutral
14,01,0.31004226,0.6414665,0.0484912,neutral
14,01,0.052618194,0.32627144,0.6211103,positive
14,01,0.53704643,0.36112383,0.10182968,negative
14,01,0.022194223,0.91614634,0.0616594,neutral
14,01,0.69421154,0.29729116,0.008497277,negative
14,01,0.1462186,0.82318676,0.03059465,neutral
14,01,0.7957343,0.16889267,0.035373032,negative
14,01,0.53484154,0.4015952,0.063563325,negative
14,01,0.51953727,0.45432043,0.02614233,negative
14,01,0.30362284,0.2571331,0.4392441,positive
14,01,0.61562955,0.36682534,0.01754513,negative
14,01,0.6496445,0.33210707,0.018248465,negative
14,01,0.07482083,0.86905956,0.05611964,neutral
14,01,0.8768035,0.11244373,0.010752855,negative
14,01,0.9132881,0.075600915,0.011110958,negative
14,01,0.15301834,0.28636795,0.56061375,positive
14,01,0.93646026,0.05784864,0.005691028,negative
14,01,0.8664917,0.12310542,0.010402908,negative
14,01,0.37394392,0.2808922,0.34516385,negative
14,01,0.7459842,0.24472071,0.009295085,negative
14,01,0.9355843,0.057462025,0.0069536995,negative
14,01,0.80044144,0.16612525,0.033433326,negative
14,01,0.8901861,0.09708571,0.012728157,negative
14,01,0.9125136,0.0792907,0.008195698,negative
14,01,0.7066419,0.23813356,0.05522456,negative
14,01,0.8860142,0.10023069,0.013755141,negative
14,01,0.11932701,0.361486,0.51918703,positive
14,01,0.88646895,0.102157235,0.011373826,negative
14,01,0.3814944,0.5321764,0.08632919,neutral
14,01,0.0065291463,0.117048174,0.8764227,positive
14,01,0.95015633,0.044129584,0.00571414,negative
14,01,0.5226095,0.34944186,0.12794869,negative
14,01,0.8681191,0.11996078,0.011920176,negative
14,01,0.94785,0.045137316,0.007012695,negative
14,01,0.4692439,0.31729546,0.21346065,negative
14,01,0.4385432,0.5155737,0.045883138,neutral
14,01,0.8267391,0.15192746,0.021333473,negative
14,01,0.66247064,0.23341288,0.1041165,negative
14,01,0.7640523,0.1975817,0.038366012,negative
14,01,0.008408563,0.38136187,0.61022955,positive
14,01,0.011298532,0.10514833,0.88355315,positive
14,01,0.062500864,0.63945967,0.2980394,neutral
14,01,0.010241854,0.058427494,0.9313307,positive
14,01,0.9438689,0.046710856,0.009420317,negative
14,01,0.8246822,0.16101384,0.014303949,negative
14,01,0.007156532,0.01555339,0.97729003,positive
14,01,0.019006768,0.11876489,0.86222833,positive
14,01,0.9487245,0.044423185,0.006852292,negative
14,01,0.7175529,0.24288769,0.039559394,negative
14,01,0.7519505,0.22595619,0.022093229,negative
14,01,0.2124583,0.70878166,0.07876009,neutral
14,01,0.46722895,0.5017009,0.031070126,neutral
14,01,0.7391838,0.23597059,0.0248456,negative
14,01,0.9186891,0.073459946,0.007851049,negative
14,01,0.82602966,0.15532996,0.018640323,negative
14,01,0.012980788,0.11024835,0.87677085,positive
14,01,0.9053038,0.07417605,0.020520229,negative
14,01,0.024016898,0.27929616,0.6966869,positive
14,01,0.019050213,0.046132565,0.93481725,positive
14,01,0.013432366,0.9443183,0.042249374,neutral
14,01,0.6158595,0.342785,0.041355565,negative
14,01,0.048522513,0.23515797,0.7163195,positive
14,01,0.869031,0.11952536,0.01144363,negative
14,01,0.014947986,0.047967453,0.9370846,positive
14,01,0.0035926346,0.016846891,0.97956043,positive
14,01,0.019746454,0.119824655,0.8604289,positive
14,01,0.004135207,0.039295636,0.95656914,positive
14,01,0.8436008,0.14637007,0.010029134,negative
14,01,0.056200437,0.20293058,0.7408689,positive
14,01,0.8711826,0.121503085,0.0073142615,negative
14,01,0.68562096,0.27820385,0.03617521,negative
14,01,0.1651105,0.4896633,0.3452262,neutral
14,01,0.91611373,0.07049461,0.013391694,negative
14,01,0.15777642,0.7204537,0.12176993,neutral
14,01,0.849853,0.13730831,0.012838749,negative
14,01,0.9387189,0.05331311,0.007968027,negative
14,01,0.7869872,0.19706504,0.01594778,negative
14,01,0.9557527,0.038129527,0.0061177616,negative
14,01,0.062797606,0.9102887,0.026913792,neutral
14,01,0.9093979,0.08462659,0.0059754592,negative
14,01,0.93512,0.05746518,0.0074148322,negative
14,01,0.30960593,0.38309374,0.30730042,neutral
14,01,0.810321,0.17295723,0.016721886,negative
14,01,0.8671925,0.106927656,0.025879776,negative
14,01,0.9555253,0.03869358,0.0057811015,negative
14,01,0.83702135,0.14848809,0.0144905755,negative
14,01,0.23651427,0.65969634,0.10378931,neutral
14,01,0.9100193,0.07358942,0.016391277,negative
14,01,0.8745705,0.114398934,0.011030635,negative
14,01,0.23543091,0.6180583,0.1465108,neutral
14,01,0.39854726,0.50820553,0.09324729,neutral
14,01,0.5822402,0.32452998,0.09322978,negative
14,01,0.7673359,0.20889889,0.023765242,negative
14,01,0.26896387,0.5400226,0.19101347,neutral
14,01,0.032746047,0.10345481,0.8637991,positive
14,01,0.6078836,0.35051495,0.041601393,negative
14,01,0.006714342,0.044489935,0.9487958,positive
14,01,0.43492973,0.3886233,0.17644703,negative
14,01,0.83013046,0.16120481,0.008664722,negative
14,01,0.7871802,0.19073373,0.022086121,negative
14,01,0.7458912,0.22940676,0.02470195,negative
14,01,0.009320972,0.05803857,0.9326405,positive
14,01,0.906745,0.08234455,0.010910407,negative
14,01,0.6093726,0.36108896,0.02953841,negative
14,01,0.80493575,0.16385289,0.031211384,negative
14,01,0.35953182,0.44869506,0.1917731,neutral
14,01,0.24041769,0.6439217,0.115660645,neutral
14,01,0.45140833,0.48762646,0.060965125,neutral
14,01,0.093467236,0.49414095,0.41239187,neutral
14,01,0.19282615,0.71794593,0.0892279,neutral
14,01,0.013041522,0.9495922,0.03736621,neutral
14,01,0.03269263,0.6859067,0.2814007,neutral
14,01,0.32766983,0.6508606,0.021469543,neutral
14,01,0.81665695,0.17482771,0.00851535,negative
14,01,0.22223331,0.66786164,0.10990502,neutral
14,01,0.44607985,0.44921184,0.104708344,neutral
14,01,0.113373645,0.8479284,0.038698047,neutral
14,01,0.23955595,0.56923616,0.1912079,neutral
14,01,0.03557484,0.67039067,0.29403454,neutral
14,01,0.87802887,0.11023544,0.011735672,negative
14,01,0.26295388,0.6057612,0.13128497,neutral
14,01,0.73063594,0.25332096,0.016043115,negative
14,01,0.6800511,0.2634263,0.056522705,negative
14,01,0.916694,0.07492733,0.0083787255,negative
14,01,0.038972136,0.72231954,0.23870838,neutral
14,01,0.58381915,0.3864092,0.02977171,negative
14,01,0.05102426,0.6067834,0.34219232,neutral
14,01,0.004064142,0.011972389,0.98396343,positive
14,01,0.58100283,0.36578023,0.0532169,negative
14,01,0.0020256955,0.011756145,0.98621815,positive
14,01,0.28550395,0.33948088,0.3750151,positive
14,01,0.0024135755,0.011233393,0.98635304,positive
14,01,0.30596325,0.6214098,0.07262698,neutral
14,01,0.09559873,0.6781794,0.22622189,neutral
14,01,0.5508231,0.32374093,0.12543595,negative
14,01,0.5733536,0.33496287,0.09168355,negative
14,01,0.16092294,0.2907762,0.54830086,positive
14,01,0.7099866,0.27002165,0.01999171,negative
14,01,0.008177989,0.018840104,0.97298187,positive
14,01,0.38519073,0.5302113,0.08459797,neutral
14,01,0.90626234,0.088452674,0.0052849916,negative
14,01,0.02217014,0.16426617,0.8135637,positive
14,01,0.25999206,0.5516594,0.18834849,neutral
14,01,0.7362882,0.24182552,0.021886306,negative
14,01,0.034487803,0.40608263,0.5594295,positive
14,01,0.5027428,0.48178414,0.015473086,negative
14,01,0.027094781,0.16117091,0.81173426,positive
14,01,0.6920586,0.26639518,0.041546132,negative
14,01,0.87690395,0.11633225,0.00676375,negative
14,01,0.92176,0.070192486,0.008047405,negative
14,01,0.21573205,0.67396295,0.11030501,neutral
14,01,0.01743606,0.16062006,0.8219439,positive
14,01,0.014324595,0.054346047,0.9313293,positive
14,01,0.2723423,0.7023757,0.025282025,neutral
14,01,0.0073602805,0.038910486,0.9537292,positive
14,01,0.6982623,0.27801055,0.02372713,negative
14,01,0.03069762,0.9090371,0.06026527,neutral
14,01,0.11018438,0.717554,0.17226164,neutral
14,01,0.506848,0.41642645,0.07672557,negative
14,01,0.51932234,0.44188157,0.038796104,negative
14,01,0.5423322,0.42379832,0.033869542,negative
14,01,0.005467884,0.019891592,0.9746405,positive
14,01,0.51435274,0.4460661,0.039581135,negative
14,01,0.087048404,0.85306346,0.05988823,neutral
14,01,0.18518059,0.50301296,0.31180644,neutral
14,01,0.08106413,0.22390021,0.6950357,positive
14,01,0.022013748,0.34180447,0.63618183,positive
14,01,0.012480708,0.3595027,0.62801665,positive
14,01,0.07746036,0.44193023,0.48060945,positive
14,01,0.2997271,0.6228805,0.07739235,neutral
14,01,0.037857402,0.36781344,0.5943292,positive
14,01,0.7764025,0.20326735,0.020330166,negative
14,01,0.025639992,0.26097813,0.7133819,positive
14,01,0.018924214,0.94045347,0.040622283,neutral
14,01,0.7691271,0.18493731,0.045935582,negative
14,01,0.1650731,0.76146585,0.07346102,neutral
14,01,0.6822991,0.30041713,0.01728381,negative
14,01,0.113712154,0.8522202,0.034067694,neutral
14,01,0.04105384,0.57190204,0.38704413,neutral
14,01,0.041934583,0.5441153,0.41395018,neutral
14,01,0.89484376,0.09725558,0.0079007195,negative
14,01,0.5478607,0.36597222,0.086167134,negative
14,01,0.810514,0.15358214,0.03590386,negative
14,01,0.06257854,0.45232484,0.48509663,positive
14,01,0.09463003,0.30667108,0.59869885,positive
14,01,0.113373645,0.8479284,0.038698047,neutral
14,01,0.13485198,0.76864463,0.09650335,neutral
14,01,0.7943082,0.19361086,0.01208101,negative
14,01,0.4915888,0.4738117,0.034599554,negative
14,01,0.06124545,0.8716615,0.06709298,neutral
14,01,0.1687733,0.7575959,0.073630765,neutral
14,01,0.45413888,0.5081171,0.03774405,neutral
14,01,0.032596085,0.22617565,0.7412283,positive
14,01,0.8986676,0.095638305,0.0056941775,negative
14,01,0.3134463,0.65344256,0.03311113,neutral
14,01,0.69034004,0.2792686,0.030391417,negative
14,01,0.885663,0.09048793,0.023849107,negative
14,01,0.64801586,0.31333098,0.038653187,negative
14,01,0.04185158,0.7175398,0.24060862,neutral
14,01,0.631693,0.355723,0.01258408,negative
14,01,0.011935884,0.5988334,0.3892307,neutral
14,01,0.27235696,0.23998472,0.4876583,positive
14,01,0.012541799,0.21109375,0.7763644,positive
14,01,0.20054653,0.37410623,0.42534724,positive
14,01,0.39000514,0.38428774,0.22570717,negative
14,01,0.5530497,0.38609678,0.06085351,negative
14,01,0.018121714,0.23567195,0.7462063,positive
14,01,0.51466775,0.33257785,0.15275441,negative
14,01,0.40628338,0.53317505,0.06054159,neutral
14,01,0.23969457,0.6343673,0.12593813,neutral
14,01,0.007499097,0.08892558,0.9035753,positive
14,01,0.39415646,0.53845763,0.06738592,neutral
14,01,0.09008121,0.7303846,0.17953421,neutral
14,01,0.024016976,0.9483086,0.027674431,neutral
14,01,0.87903297,0.1124921,0.008474935,negative
14,01,0.930375,0.06365095,0.0059740115,negative
14,01,0.90909916,0.08410774,0.0067931027,negative
14,01,0.066311345,0.793445,0.14024371,neutral
14,01,0.5103487,0.42926714,0.060384154,negative
14,01,0.5446228,0.44119596,0.014181242,negative
14,01,0.106419645,0.85076994,0.042810377,neutral
14,01,0.19989917,0.71405154,0.086049326,neutral
14,01,0.07578445,0.8612695,0.062946,neutral
14,01,0.061717108,0.8096824,0.12860043,neutral
14,01,0.01924607,0.937497,0.04325694,neutral
14,01,0.8764311,0.11051284,0.013056033,negative
14,01,0.8336799,0.14343213,0.022887945,negative
14,01,0.04710646,0.4960159,0.45687762,neutral
14,01,0.092690654,0.8454466,0.0618628,neutral
14,01,0.19338149,0.75135034,0.05526817,neutral
14,01,0.43922776,0.5207551,0.040017147,neutral
14,01,0.40473023,0.52235585,0.07291393,neutral
14,01,0.36737257,0.60411114,0.028516287,neutral
14,01,0.6477479,0.3184996,0.033752553,negative
14,01,0.8847402,0.100916915,0.014342977,negative
14,01,0.81530815,0.17339721,0.011294657,negative
14,01,0.32668233,0.62248564,0.050832078,neutral
14,01,0.014253441,0.26636803,0.71937853,positive
14,01,0.6223162,0.3475905,0.030093322,negative
14,01,0.025009848,0.46944845,0.5055417,positive
14,01,0.113373645,0.8479284,0.038698047,neutral
14,01,0.93253016,0.06053733,0.0069324346,negative
14,01,0.8563935,0.13407016,0.009536362,negative
14,01,0.67374855,0.20033953,0.12591192,negative
14,01,0.03397317,0.10258236,0.86344445,positive
14,01,0.8421732,0.14510217,0.012724654,negative
14,01,0.5611647,0.38366568,0.05516967,negative
14,01,0.51535755,0.43178716,0.052855298,negative
14,01,0.0056445985,0.122740544,0.8716149,positive
14,01,0.0397452,0.8883214,0.0719335,neutral
14,01,0.7673629,0.19419827,0.038438793,negative
14,01,0.034707334,0.19105482,0.7742378,positive
14,01,0.9060974,0.085474126,0.008428473,negative
14,01,0.08991792,0.29228333,0.6177987,positive
14,01,0.8966376,0.09669687,0.006665558,negative
14,01,0.95610446,0.038708724,0.005186897,negative
14,01,0.057597406,0.24245057,0.699952,positive
14,01,0.7543389,0.22644992,0.019211112,negative
14,01,0.022337556,0.8107652,0.16689728,neutral
14,01,0.13468197,0.61781883,0.2474992,neutral
14,01,0.910842,0.0826001,0.0065578334,negative
14,01,0.09851672,0.8646872,0.036796127,neutral
14,01,0.0078104795,0.8401723,0.15201725,neutral
14,01,0.10753381,0.83411086,0.058355253,neutral
14,01,0.14132568,0.76488245,0.09379191,neutral
14,01,0.124336846,0.830349,0.045314055,neutral
14,01,0.026293026,0.91709524,0.056611612,neutral
14,01,0.013304309,0.73235035,0.25434542,neutral
14,01,0.07391571,0.6978473,0.228237,neutral
14,01,0.05520346,0.8002983,0.14449835,neutral
14,01,0.011340609,0.080463566,0.90819585,positive
14,01,0.09145939,0.19934878,0.7091918,positive
14,01,0.11369694,0.75329626,0.13300677,neutral
14,01,0.15763652,0.7565673,0.08579618,neutral
14,01,0.036448788,0.8302999,0.13325134,neutral
14,01,0.6336412,0.33995292,0.026405936,negative
14,01,0.0032292586,0.013900431,0.9828703,positive
14,01,0.015420026,0.26762196,0.716958,positive
14,01,0.7049741,0.27138242,0.023643497,negative
14,01,0.2669192,0.514986,0.21809477,neutral
14,01,0.12503517,0.5184877,0.35647717,neutral
14,01,0.40922835,0.49980712,0.09096452,neutral
14,01,0.06959671,0.5796759,0.3507274,neutral
14,01,0.740199,0.25101382,0.008787154,negative
14,01,0.8316626,0.13399224,0.03434517,negative
14,01,0.48413143,0.43223074,0.083637826,negative
14,01,0.87168205,0.110183455,0.018134492,negative
14,01,0.7269467,0.25534633,0.017706996,negative
14,01,0.659599,0.31769976,0.022701195,negative
14,01,0.7997896,0.183359,0.016851334,negative
14,01,0.00868406,0.26787648,0.72343946,positive
14,01,0.005434304,0.09940057,0.8951651,positive
14,01,0.725721,0.25070453,0.023574539,negative
14,01,0.69356674,0.28128254,0.025150683,negative
14,01,0.11467956,0.70057344,0.18474698,neutral
14,01,0.79367805,0.19453016,0.011791836,negative
14,01,0.61378825,0.37059158,0.015620172,negative
14,01,0.23498738,0.72967947,0.035333175,neutral
14,01,0.3229986,0.6316824,0.04531902,neutral
14,01,0.08204684,0.82817644,0.089776814,neutral
14,01,0.77139753,0.21705607,0.011546436,negative
14,01,0.7705618,0.20283863,0.026599579,negative
14,01,0.89256793,0.09913405,0.008298,negative
14,01,0.69549435,0.28777865,0.016727,negative
14,01,0.48447007,0.49652928,0.019000694,neutral
14,01,0.9447471,0.04824203,0.007010922,negative
14,01,0.5254047,0.43838623,0.036209043,negative
14,01,0.055700064,0.33893597,0.60536397,positive
14,01,0.027238967,0.73833853,0.23442243,neutral
14,01,0.90337795,0.08520819,0.011413855,negative
14,01,0.49457544,0.43520492,0.0702196,negative
14,01,0.700044,0.23629856,0.06365751,negative
14,01,0.1535976,0.2522933,0.5941091,positive
14,01,0.5022618,0.4736,0.024138208,negative
14,01,0.03157138,0.09019507,0.8782336,positive
14,01,0.015018895,0.840243,0.14473808,neutral
14,01,0.6230342,0.15993534,0.21703053,negative
14,01,0.0025260327,0.009018701,0.9884553,positive
14,01,0.21947837,0.67797726,0.10254436,neutral
14,01,0.0271931,0.79863405,0.17417285,neutral
14,01,0.5132283,0.46176457,0.025007125,negative
14,01,0.5241279,0.45255938,0.02331275,negative
14,01,0.15929568,0.7329335,0.10777078,neutral
14,01,0.85249853,0.13867019,0.00883126,negative
14,01,0.1306356,0.79387945,0.075485036,neutral
14,01,0.61198264,0.36888778,0.01912961,negative
14,01,0.28748646,0.672408,0.04010558,neutral
14,01,0.0804407,0.48234063,0.4372186,neutral
14,01,0.042810436,0.5602146,0.396975,neutral
14,01,0.005037865,0.23861939,0.75634277,positive
14,01,0.005569877,0.02913245,0.9652977,positive
14,01,0.03841945,0.50925267,0.45232782,neutral
14,01,0.024626648,0.6429406,0.33243275,neutral
14,01,0.88328516,0.10592165,0.010793103,negative
14,01,0.76363397,0.21683945,0.019526595,negative
14,01,0.32707694,0.5451666,0.12775646,neutral
14,01,0.1018571,0.23540823,0.6627347,positive
14,01,0.013623936,0.8317136,0.1546624,neutral
14,01,0.059558857,0.3726806,0.5677606,positive
14,01,0.0394167,0.91172165,0.048861597,neutral
14,01,0.33106476,0.58156854,0.08736672,neutral
14,01,0.14465308,0.8054211,0.04992586,neutral
14,01,0.18866175,0.74081373,0.070524506,neutral
14,01,0.862554,0.12575558,0.011690416,negative
14,01,0.8594135,0.11757425,0.02301221,negative
14,01,0.07230757,0.87273604,0.054956328,neutral
14,01,0.062026046,0.7445593,0.19341466,neutral
14,01,0.013138252,0.16016331,0.8266984,positive
14,01,0.78988695,0.19085814,0.019254902,negative
14,01,0.86517376,0.12378875,0.011037504,negative
14,01,0.13406801,0.6191485,0.24678351,neutral
14,01,0.46914425,0.48440325,0.046452485,neutral
14,01,0.86986715,0.115770765,0.014362126,negative
14,01,0.011362672,0.024071613,0.9645657,positive
14,01,0.28995293,0.56245446,0.14759256,neutral
14,01,0.0135696065,0.9059817,0.080448605,neutral
14,01,0.35890588,0.6184772,0.02261689,neutral
14,01,0.27848446,0.68245655,0.03905903,neutral
14,01,0.071023844,0.87836057,0.050615553,neutral
14,01,0.0336508,0.9206621,0.045687154,neutral
14,01,0.023719124,0.941726,0.034554806,neutral
14,01,0.85573643,0.13351695,0.010746618,negative
14,01,0.31842467,0.64208627,0.03948907,neutral
14,01,0.03329821,0.9083643,0.058337446,neutral
14,01,0.0054871673,0.015158193,0.9793546,positive
14,01,0.4282523,0.55094206,0.020805648,neutral
14,01,0.405968,0.42529055,0.1687414,neutral
14,01,0.137805,0.75149757,0.11069744,neutral
14,01,0.45051885,0.47456637,0.07491483,neutral
14,01,0.72348166,0.2649309,0.0115874745,negative
14,01,0.7534381,0.22105461,0.025507292,negative
14,01,0.76589847,0.19664708,0.037454456,negative
14,01,0.42800352,0.41964874,0.15234777,negative
14,01,0.45972335,0.51876813,0.021508504,neutral
14,01,0.24125485,0.5008666,0.25787857,neutral
14,01,0.19207133,0.35775948,0.4501692,positive
14,01,0.7824322,0.19259673,0.024971059,negative
14,01,0.31772277,0.5660111,0.11626615,neutral
14,01,0.5681998,0.4146765,0.017123673,negative
14,01,0.7805297,0.195371,0.02409926,negative
14,01,0.115682594,0.32151428,0.5628031,positive
14,01,0.18971999,0.2561651,0.55411494,positive
14,01,0.88451177,0.10019129,0.015296845,negative
14,01,0.77156574,0.20383541,0.024598861,negative
14,01,0.68479306,0.27792528,0.037281685,negative
14,01,0.87288755,0.11720327,0.009909214,negative
14,01,0.1828253,0.71239084,0.10478385,neutral
14,01,0.079508714,0.73071355,0.18977778,neutral
14,01,0.19651105,0.66343254,0.14005646,neutral
14,01,0.086846165,0.7125118,0.20064202,neutral
14,01,0.46131912,0.5014274,0.037253436,neutral
14,01,0.13244292,0.8174516,0.0501055,neutral
14,01,0.0715431,0.6681044,0.2603525,neutral
14,01,0.4420709,0.50336754,0.054561585,neutral
14,01,0.8036194,0.18269998,0.013680654,negative
14,01,0.87009513,0.12090573,0.008999178,negative
14,01,0.10661867,0.6996383,0.193743,neutral
14,01,0.16652715,0.7637629,0.06971002,neutral
14,01,0.028709732,0.8412843,0.13000599,neutral
14,01,0.37338516,0.5536578,0.07295696,neutral
14,01,0.7434706,0.24216984,0.014359479,negative
14,01,0.34956464,0.60377127,0.04666408,neutral
14,01,0.6927871,0.27684015,0.030372748,negative
14,01,0.6817349,0.30423775,0.014027326,negative
14,01,0.9408071,0.053422052,0.005770833,negative
14,01,0.041851677,0.8890085,0.06913983,neutral
14,01,0.05192942,0.902473,0.045597654,neutral
14,01,0.35260713,0.508993,0.13839987,neutral
14,01,0.113373645,0.8479284,0.038698047,neutral
14,01,0.6438472,0.3351575,0.020995261,negative
14,01,0.17987634,0.7413969,0.07872678,neutral
14,01,0.7945146,0.1780354,0.02745007,negative
14,01,0.28380755,0.63546705,0.080725454,neutral
14,01,0.18616937,0.7336871,0.08014357,neutral
14,01,0.018563045,0.17174284,0.80969405,positive
14,01,0.017764125,0.83356345,0.14867248,neutral
14,01,0.88072836,0.11153981,0.0077318233,negative
14,01,0.08690154,0.8665151,0.046583362,neutral
14,01,0.1865141,0.76515126,0.048334636,neutral
14,01,0.10791609,0.51686263,0.37522125,neutral
14,01,0.5614245,0.3727546,0.065820895,negative
14,01,0.04253204,0.8020154,0.15545253,neutral
14,01,0.10160294,0.3570454,0.5413517,positive
14,01,0.11554211,0.7356855,0.1487723,neutral
14,01,0.31228065,0.60676223,0.08095708,neutral
14,01,0.33832803,0.62363523,0.03803669,neutral
14,01,0.3380428,0.6489431,0.013014028,neutral
14,01,0.6202057,0.35595834,0.023835959,negative
14,01,0.5376175,0.33526084,0.12712167,negative
14,01,0.37564236,0.54458976,0.07976793,neutral
14,01,0.8210293,0.16992097,0.009049769,negative
14,01,0.114596084,0.85911256,0.026291385,neutral
14,01,0.17879319,0.7425223,0.07868448,neutral
14,01,0.76622254,0.20328297,0.03049449,negative
14,01,0.9267315,0.06826812,0.005000302,negative
14,01,0.8447173,0.14755887,0.0077238674,negative
14,01,0.0428326,0.35462284,0.6025446,positive
14,01,0.7743908,0.2137331,0.011876047,negative
14,01,0.048773527,0.8694216,0.081804894,neutral
14,01,0.7640198,0.21120383,0.024776345,negative
14,01,0.73574084,0.24868615,0.015573005,negative
14,01,0.34324986,0.6220727,0.034677457,neutral
14,01,0.5681407,0.39255098,0.03930838,negative
14,01,0.24426602,0.68109024,0.074643716,neutral
14,01,0.29038203,0.64410466,0.06551328,neutral
14,01,0.3354216,0.63966745,0.024910891,neutral
14,01,0.44626784,0.5303219,0.023410296,neutral
14,01,0.38984293,0.5648328,0.045324247,neutral
14,01,0.39138952,0.5359429,0.07266758,neutral
14,01,0.72097033,0.24346867,0.03556095,negative
14,01,0.8441187,0.1459086,0.009972738,negative
14,01,0.44578707,0.5351484,0.019064518,neutral
14,01,0.07083599,0.5877109,0.3414531,neutral
14,01,0.7431936,0.2406595,0.016146926,negative
14,01,0.8188596,0.16728637,0.013854107,negative
14,01,0.8721926,0.12227435,0.0055330377,negative
14,01,0.09746584,0.80557215,0.09696208,neutral
14,01,0.078869514,0.7861487,0.1349817,neutral
14,01,0.66926676,0.29653248,0.034200754,negative
14,01,0.72801906,0.25547805,0.016502887,negative
14,01,0.38158846,0.5703351,0.048076443,neutral
14,02,0.9055385,0.08864424,0.0058171987,negative
14,02,0.0544083,0.8102464,0.13534528,neutral
14,02,0.28472903,0.67193884,0.04333209,neutral
14,02,0.010010385,0.52165556,0.4683341,neutral
14,02,0.004829712,0.032102328,0.96306795,positive
14,02,0.25607342,0.51570684,0.2282197,neutral
14,02,0.30178663,0.6083807,0.08983268,neutral
14,02,0.124346726,0.7299669,0.14568642,neutral
14,02,0.06546177,0.75084436,0.18369393,neutral
14,02,0.019709487,0.9314952,0.0487953,neutral
14,02,0.02196425,0.10565826,0.87237746,positive
14,02,0.47188672,0.49438685,0.033726398,neutral
14,02,0.018265659,0.92142266,0.060311712,neutral
14,02,0.0030576473,0.014506415,0.98243594,positive
14,02,0.007313203,0.059384637,0.9333022,positive
14,02,0.03507674,0.71915996,0.24576333,neutral
14,02,0.26864108,0.6565099,0.07484909,neutral
14,02,0.8623965,0.12365575,0.013947751,negative
14,02,0.14489914,0.33879653,0.5163043,positive
14,02,0.015077506,0.92382455,0.061097953,neutral
14,02,0.046201102,0.22651151,0.72728735,positive
14,02,0.14544615,0.8196171,0.034936734,neutral
14,02,0.54626215,0.42785272,0.025885155,negative
14,02,0.4412109,0.4293047,0.12948444,negative
14,02,0.8437449,0.12865356,0.02760154,negative
14,02,0.03794155,0.48983446,0.472224,neutral
14,02,0.009874789,0.9351496,0.05497558,neutral
14,02,0.352715,0.58483845,0.062446542,neutral
14,02,0.004681327,0.93367916,0.061639536,neutral
14,02,0.02404639,0.0388171,0.93713653,positive
14,02,0.01880935,0.58574086,0.3954498,neutral
14,02,0.044610072,0.10216154,0.8532284,positive
14,02,0.0048930054,0.031843524,0.9632635,positive
14,02,0.004583896,0.013732555,0.9816836,positive
14,02,0.21772015,0.42431495,0.3579649,neutral
14,02,0.029310245,0.9056596,0.0650301,neutral
14,02,0.63686424,0.3404752,0.022660457,negative
14,02,0.0058212187,0.8340165,0.16016227,neutral
14,02,0.036135145,0.14425433,0.81961054,positive
14,02,0.011593496,0.928038,0.060368463,neutral
14,02,0.100182295,0.41323307,0.48658463,positive
14,02,0.23579144,0.6588122,0.10539636,neutral
14,02,0.59180987,0.36298773,0.045202456,negative
14,02,0.8355859,0.14775902,0.016655132,negative
14,02,0.63096523,0.3308488,0.038185943,negative
14,02,0.0068747518,0.04733547,0.9457898,positive
14,02,0.59441924,0.3720535,0.03352723,negative
14,02,0.007427413,0.02943488,0.96313775,positive
14,02,0.20034018,0.40802377,0.391636,neutral
14,02,0.012279785,0.25818124,0.729539,positive
14,02,0.10523777,0.21893026,0.67583203,positive
